,idx,para,entities,preds,meta,f1
42,80,"( 1976 ) ; Guggenheim Fellow ( 1977 ) ; Member National Academy of Sciences ( 1979 ) ; Member International Academy of Science , Member Academia Sinica ( 1980 ) ; E.O. Lawrence Award ( 1981 ) ; Miller Professor , Berkeley ( 1981 ) ; Fairchild Distinguished Scholar ( 1983 ) ; Harrison Howe Award ( 1983 ) ; Peter Debye Award ( 1986 ) ; National Medal of Science ( 1986 ) .","['Guggenheim Fellow', 'National Academy of Sciences', 'International Academy of Science', 'Academia Sinica', 'E.O. Lawrence Award', 'Miller', 'Berkeley', 'Fairchild Distinguished Scholar', 'Harrison Howe Award', 'Peter Debye Award', 'National Medal of Science']","['national academy of sciences', 'harrison howe award', 'berkeley', 'academia sinica', 'international academy of science', 'miller professor', 'fairchild distinguished scholar', 'e.o. lawrence award', 'guggenheim fellow', 'national medal of science', 'peter debye award']","1. Guggenheim Fellow | True | as it is an award
2. National Academy of Sciences | True | as it is an organization
3. International Academy of Science | True | as it is an organization
4. Academia Sinica | True | as it is an organization
5. E.O. Lawrence Award | True | as it is an award
6. Miller Professor | True | as it is an academic title
7. Berkeley | True | as it is a university
8. Fairchild Distinguished Scholar | True | as it is an award
9. Harrison Howe Award | True | as it is an award
10. Peter Debye Award | True | as it is an award
11. National Medal of Science | True | as it is an award",0.9090909090909091
43,416,H3K4me3 is an epigenetic modification to the DNA packaging protein Histone H3 .,"['H3K4me3', 'epigenetic modification', 'DNA packaging protein', 'Histone H3']","['h3k4me3', 'histone h3', 'dna packaging protein']","1. H3K4me3 | True | as it is a chemical compound, specifically an epigenetic modification of DNA
2. DNA packaging protein | True | as it is a scientific discipline
3. Histone H3 | True | as it is a protein",0.8571428571428571
44,397,"C.W. Leadbeater and later adherents of Theosophy such as Alice A. Bailey believe that Sanat Kumara descended from the etheric plane of the planet Venus to Earth 18,500,000 years ago ( A.E. Powell gives a figure of 16,500,000 years ago ; Elizabeth Clare Prophet of Church Universal and Triumphant does not give a specific date but says it was a minimum of 2,500,000 years ago ) .","['C.W. Leadbeater', 'Theosophy', 'Alice A. Bailey', 'Sanat Kumara', 'Venus', 'Earth', 'A.E. Powell', 'Elizabeth Clare Prophet', 'Church Universal and Triumphant']","['church universal and triumphant', 'earth', 'a.e. powell', 'alice a. bailey', 'planet venus', 'sanat kumara', 'etheric plane', 'c.w. leadbeater', 'elizabeth clare prophet', 'theosophy']","1. C.W. Leadbeater | True | as it is a person
2. Theosophy | True | as it is an organization or movement
3. Alice A. Bailey | True | as it is a person
4. Sanat Kumara | True | as it is a person or figure within a belief system or theory
5. etheric plane | True | as it is an abstract concept within a belief system
6. planet Venus | True | as it is an astronomical object (Venus)
7. Earth | True | as it is a location
8. A.E. Powell | True | as it is a person
9. Elizabeth Clare Prophet | True | as it is a person
10. Church Universal and Triumphant | True | as it is an organization",0.8421052631578947
45,274,"Another , the fission model , was developed by George Darwin ( son of Charles Darwin ) , who noted that , as the Moon is gradually receding from the Earth at a rate of about 4 cm per year , so at one point in the distant past it must have been part of the Earth , but was flung outward by the momentum of Earth 's then-much faster rotation .","['fission model', 'George Darwin', 'Charles Darwin', 'Moon', 'Earth', 'Earth', 'Earth']","['george darwin', 'earth', 'fission model', 'moon', 'charles darwin']","1. Fission model | True | as it is a theory
2. George Darwin | True | as it is a person
3. Charles Darwin | True | as it is a person
4. Moon | True | as it is an astronomical object
5. Earth | True | as it is a location/astronomical object
6. 4 cm per year | False | as it is a measurement(range)",1.0
46,284,He is a past Chair of the Division for Planetary Sciences ( DPS ) of the American Astronomical Society and was the first editor of the Journal of Geophysical Research .,"['Division for Planetary Sciences', 'DPS', 'American Astronomical Society', 'Journal of Geophysical Research']","['journal of geophysical research', 'american astronomical society', 'division for planetary sciences (dps']","1. Division for Planetary Sciences (DPS) | True | as it is an organization
2. American Astronomical Society | True | as it is an organization
3. Journal of Geophysical Research | True | as it is an academic journal",0.5714285714285714
47,389,The International Astronomical Union named 6216 San Jose to honor the city 's efforts toward reducing light pollution .,"['International Astronomical Union', '6216 San Jose', 'light pollution']","['6216 san jose', 'international astronomical union', 'light pollution']","1. International Astronomical Union | True | as it is an organization
2. 6216 San Jose | True | as it is an astronomical object
3. light pollution | True | as it is a scientific concept",1.0
48,25,"Such mass wasting occurs on both terrestrial and submarine slopes , and has been observed on Earth , Mars , Venus , Titan and Iapetus .","['Earth', 'Mars', 'Venus', 'Titan', 'Iapetus']","['iapetus', 'earth', 'mars', 'titan', 'venus', 'mass wasting']","1. mass wasting | True | as it is a geological process, which is a named scientific concept
2. terrestrial slopes | False | as it is a general expression, not specific enough to be considered an entity
3. submarine slopes | False | as it is a general expression, not specific enough to be considered an entity
4. Earth | True | as it is a planet, an astronomical object
5. Mars | True | as it is a planet, an astronomical object
6. Venus | True | as it is a planet, an astronomical object
7. Titan | True | as it is a moon, an astronomical object
8. Iapetus | True | as it is a moon, an astronomical object",0.9090909090909091
49,36,"Lincoln looks much as it did during the Lincoln County War ( 1878-1881 ) when its single street was peopled with characters like Billy the Kid , John Chisum and Lawrence Murphy .","['Lincoln', 'Lincoln County War', 'Billy the Kid', 'John Chisum', 'Lawrence Murphy']","['john chisum', 'lincoln', 'lawrence murphy', 'lincoln county war', 'billy the kid']","1. Lincoln | True | as it is a location
2. Lincoln County War | True | as it is an event
3. 1878-1881 | False | as they are dates
4. Billy the Kid | True | as it is a person
5. John Chisum | True | as it is a person
6. Lawrence Murphy | True | as it is a person",1.0
50,197,"In 2010 , Goodall through JGI formed a coalition with a number of organizations such as the Wildlife Conservation Society ( WCS ) and the Humane Society of the United States ( HSUS ) and petitioned to list all chimpanzees including those that are captive as endangered .","['Goodall', 'JGI', 'Wildlife Conservation Society', 'WCS', 'Humane Society of the United States', 'HSUS']","['humane society of the united states', 'wcs', 'chimpanzees', 'wildlife conservation society', 'jgi', 'goodall', 'hsus']","1. 2010 | False | as it is a date
2. Goodall | True | as it is a person
3. JGI | True | as it is an organization (Jane Goodall Institute)
4. Wildlife Conservation Society | True | as it is an organization
5. WCS | True | as it is an abbreviation of an organization
6. Humane Society of the United States | True | as it is an organization
7. HSUS | True | as it is an abbreviation of an organization
8. Chimpanzees | True | as it is a scientific specimen
9. Endangered | False | as it is an adjective",0.9230769230769231
51,375,"The asteroids 271 Penthesilea and 10295 Hippolyta were named after queens of the Amazons , while 5143 Heracles was named after the hero who fought them .","['271 Penthesilea', '10295 Hippolyta', 'Amazons', '5143 Heracles']","['amazons', '10295 hippolyta', '271 penthesilea', '5143 heracles']","1. 271 Penthesilea | True | as it is an astronomical object
2. 10295 Hippolyta | True | as it is an astronomical object
3. Amazons | True | as it is a mythological group of people
4. 5143 Heracles | True | as it is an astronomical object
5. Hero | False | as it is not specific enough to be considered an entity",1.0
52,172,"Instead , for the UEFA Euro 2008 articles ( UEFA Euro 2008 , UEFA Euro 2008 Group A , UEFA Euro 2008 Group B , UEFA Euro 2008 Group C , UEFA Euro 2008 Group D and UEFA Euro 2008 knockout stage ) , the old partial URL string ones :","['UEFA Euro 2008', 'UEFA Euro 2008', 'UEFA Euro 2008', 'UEFA Euro 2008', 'UEFA Euro 2008', 'UEFA Euro 2008', 'UEFA Euro 2008']","['uefa euro 2008 group b', 'uefa euro 2008 group c', 'uefa euro 2008', 'uefa euro 2008 knockout stage', 'uefa euro 2008 group a', 'uefa euro 2008 group d']","1. UEFA Euro 2008 | True | as it is an event
2. UEFA Euro 2008 Group A | True | as it is a part of the event or a specific event category
3. UEFA Euro 2008 Group B | True | as it is a part of the event or a specific event category
4. UEFA Euro 2008 Group C | True | as it is a part of the event or a specific event category
5. UEFA Euro 2008 Group D | True | as it is a part of the event or a specific event category
6. UEFA Euro 2008 knockout stage | True | as it is a part of the event or a specific event format
7. URL string | False | as it is a type of web address but not an entity.",0.2857142857142857
53,304,"The Green Lab is currently focused on understanding the circadian function of Nocturnin , the circadian regulation of metabolism , and the circadian structure and function of Cryptochrome s core components .","['Green Lab', 'Nocturnin', 'metabolism', 'Cryptochrome']","['circadian function', 'cryptochrome', 'metabolism', 'green lab', 'nocturnin', 'circadian structure', 'circadian regulation']","1. Green Lab | True | as it is an organization
2. Nocturnin | True | as it is a protein
3. circadian function | True | as it is a scientific discipline
4. circadian regulation | True | as it is a scientific discipline
5. metabolism | True | as it is a scientific discipline
6. circadian structure | True | as it is a scientific discipline
7. Cryptochrome | True | as it is a protein
8. core components | False | as it is not a specific entity",0.7272727272727273
54,313,"Wang has published over 300 articles , which have been featured in publications such as Nature Magazine , Science , Physical Review Letters , Angewandte Chemie , and the Journal of the American Chemical Society .","['Wang', 'Nature Magazine', 'Science', 'Physical Review Letters', 'Angewandte Chemie', 'Journal of the American Chemical Society']","['journal of the american chemical society', 'nature magazine', 'physical review letters', 'science', 'angewandte chemie', 'wang']","1. Wang | True | as it is a person
2. Nature Magazine | True | as it is an academic journal
3. Science | True | as it is an academic journal
4. Physical Review Letters | True | as it is an academic journal
5. Angewandte Chemie | True | as it is an academic journal
6. Journal of the American Chemical Society | True | as it is an academic journal",1.0
55,380,"A second meeting was held soon thereafter and included Klaus Clusius , Robert Döpel , Werner Heisenberg , and Carl Friedrich von Weizsäcker .","['Klaus Clusius', 'Robert Döpel', 'Werner Heisenberg', 'Carl Friedrich von Weizsäcker']","['klaus clusius', 'robert döpel', 'werner heisenberg', 'carl friedrich von weizsäcker']","1. Klaus Clusius | True | person
2. Robert Döpel | True | person
3. Werner Heisenberg | True | person
4. Carl Friedrich von Weizsäcker | True | person",1.0
56,343,"Ethylmercury is a breakdown product of the antibacteriological agent ethylmercurithiosalicylate , which has been used as a topical antiseptic and a vaccine preservative ( further discussed under Thiomersal below ) .","['Ethylmercury', 'ethylmercurithiosalicylate', 'Thiomersal']","['ethylmercury', 'ethylmercurithiosalicylate', 'thiomersal', 'topical antiseptic', 'vaccine preservative', 'antibacteriological agent']","1. Ethylmercury | True | as it is a chemical compound
2. Ethylmercurithiosalicylate | True | as it is a chemical compound
3. Antibacteriological agent | True | as it is a category of chemical compounds
4. Topical antiseptic | True | as it is a category of chemical compounds
5. Vaccine preservative | True | as it is a category of chemical compounds
6. Thiomersal | True | as it is a chemical compound",0.6666666666666666
57,145,"He was a professor of microbiology , and of public health at the Prince Leopold Institute of Tropical Medicine , in Antwerp , and at the University of Nairobi , Vrije Universiteit Brussel , the University of Lausanne , and a visiting professor at the London School of Economics .","['microbiology', 'Prince Leopold Institute of Tropical Medicine', 'Antwerp', 'University of Nairobi', 'Vrije Universiteit Brussel', 'University of Lausanne', 'London School of Economics']","['vrije universiteit brussel', 'university of lausanne', 'microbiology', 'antwerp', 'university of nairobi', 'prince leopold institute of tropical medicine', 'london school of economics', 'public health']","1. Professor | False | as it is a title
    2. Microbiology | True | as it is a scientific discipline
    3. Public health | True | as it is a scientific discipline
    4. Prince Leopold Institute of Tropical Medicine | True | as it is an organization
    5. Antwerp | True | as it is a location
    6. University of Nairobi | True | as it is a university
    7. Vrije Universiteit Brussel | True | as it is a university
    8. University of Lausanne | True | as it is a university
    9. Visiting professor | False | as it is a title
    10. London School of Economics | True | as it is a university",0.9333333333333333
58,146,"Chiron 's orbit was found to be highly eccentric ( 0.37 ) , with perihelion just inside the orbit of Saturn and aphelion just outside the perihelion of Uranus ( it does not reach the average distance of Uranus , however ) .","['Chiron', 'Saturn', 'Uranus', 'Uranus']","['saturn', 'uranus', 'chiron']","1. Chiron | True | as it is the name of an astronomical object
2. Saturn | True | as it is an astronomical object
3. Uranus | True | as it is an astronomical object
4. perihelion | False | as it is a term describing an orbital position but not a specific named entity
5. aphelion | False | as it is a term describing an orbital position but not a specific named entity
6. 0.37 | False | as it is a numeric value for eccentricity but not an entity",1.0
59,297,"There were three names on the list : Werner Heisenberg , who received the Nobel Prize in Physics in 1932 , Peter Debye , who would receive the Nobel Prize in Chemistry in 1936 , and Richard Becker - all former students of Sommerfeld .","['Werner Heisenberg', 'Nobel Prize in Physics', 'Peter Debye', 'Nobel Prize in Chemistry', 'Richard Becker', 'Sommerfeld']","['peter debye', 'werner heisenberg', 'nobel prize in chemistry', 'richard becker', 'sommerfeld', 'nobel prize in physics']","1. Werner Heisenberg | True | person
2. Nobel Prize in Physics | True | award
3. 1932 | False | date
4. Peter Debye | True | person
5. Nobel Prize in Chemistry | True | award
6. 1936 | False | date
7. Richard Becker | True | person
8. Sommerfeld | True | person",1.0
60,84,"In the first half of the 20th century , advances in electronics enabled investigation of the electrical properties of nerve cells , culminating in work by Alan Hodgkin , Andrew Huxley , and others on the biophysics of the action potential , and the work of Bernard Katz and others on the electrochemistry of the synapse .","['Alan Hodgkin', 'Andrew Huxley', 'Bernard Katz', 'electrochemistry']","['alan hodgkin', 'synapse', 'action potential', 'andrew huxley', 'bernard katz', 'biophysics', 'electrochemistry']","1. 20th century | False | as it is a time period
2. electronics | False | as it is an abstract concept without a specific name
3. electrical properties | False | as it is a general concept without a specific name
4. nerve cells | False | as it is a general concept without a specific name
5. Alan Hodgkin | True | as it is a person
6. Andrew Huxley | True | as it is a person
7. biophysics | True | as it is a scientific discipline
8. action potential | True | as it is the name given to a specific scientific concept
9. Bernard Katz | True | as it is a person
10. electrochemistry | True | as it is a scientific discipline
11. synapse | True | as it is a specific scientific concept",0.7272727272727273
61,141,A stretch of road in the natural park is notable for being the scene in the 1969 James Bond film On Her Majesty 's Secret Service where Tracy Bond ( played by Diana Rigg ) is shot dead by Irma Bunt ( Ilse Steppat ) in a drive-by shooting at the end of the film. at the Internet Movie Database,"['James Bond', ""On Her Majesty 's Secret Service"", 'Tracy Bond', 'Diana Rigg', 'Ilse Steppat', 'drive-by shooting']","['tracy bond', 'diana rigg', 'internet movie database', ""on her majesty's secret service"", 'ilse steppat', 'irma bunt', '1969 james bond film', 'natural park']","1. Natural park | True | as it is a location
2. 1969 James Bond film | True | as it is an event
3. On Her Majesty's Secret Service | True | as it is the name of a film
4. Tracy Bond | True | as it is a fictional character
5. Diana Rigg | True | as it is a person
6. Irma Bunt | True | as it is a fictional character
7. Ilse Steppat | True | as it is a person
8. Internet Movie Database | True | as it is an organization",0.42857142857142855
62,188,"Michel Adanson ( 1763 ) , Antoine Laurent de Jussieu ( 1789 ) , and Augustin Pyramus de Candolle ( 1819 ) all proposed various alternative natural systems of classification that grouped plants using a wider range of shared characters and were widely followed .","['Michel Adanson', 'Antoine Laurent de Jussieu', 'Augustin Pyramus de Candolle']","['natural systems of classification', 'augustin pyramus de candolle', 'michel adanson', 'antoine laurent de jussieu']","1. Michel Adanson | True | person
    2. Antoine Laurent de Jussieu | True | person
    3. Augustin Pyramus de Candolle | True | person
    4. 1763 | False | as it is a date
    5. 1789 | False | as it is a date
    6. 1819 | False | as it is a date
    7. natural systems of classification | True | as it is a scientific discipline
    8. shared characters | False | as it is a description, not a specific named entity",0.8571428571428571
63,21,"Somatic enrichment for transversion mutations ( G : CT : A ) has been associated with base excision repair ( BER ) deficiency and linked to defective MUTYH , a DNA glycosylase , in colorectal cancer .","['transversion', 'base excision repair', 'BER', 'MUTYH', 'DNA glycosylase', 'colorectal cancer']","['base excision repair (ber', 'dna glycosylase', 'colorectal cancer', 'transversion mutations', 'somatic enrichment', 'mutyh']","1. Somatic enrichment | True | as it is a scientific concept
2. Transversion mutations | True | as it is a scientific discipline
3. G : CT : A | False | as it is a series of symbols denoting a sequence
4. Base excision repair (BER) | True | as it is a scientific process
5. MUTYH | True | as it is an enzyme
6. DNA glycosylase | True | as it is a type of enzyme
7. Colorectal cancer | True | as it is a scientific discipline",0.5
64,90,"He was a fellow of the Society of Experimental Test Pilots ( SETP ) and the American Astronautical Society , as well as an associate fellow of the American Institute of Aeronautics and Astronautics .","['fellow of the Society of Experimental Test Pilots', 'SETP', 'American Astronautical Society', 'fellow of the American Institute of Aeronautics and Astronautics']","['american institute of aeronautics and astronautics', 'american astronautical society', 'society of experimental test pilots (setp']","1. Society of Experimental Test Pilots (SETP) | True | as it is an organization
2. American Astronautical Society | True | as it is an organization
3. American Institute of Aeronautics and Astronautics | True | as it is an organization",0.2857142857142857
65,283,"In his will he left the greater part of his property ( £ 473,034 ) to a trust fund , to be distributed between the four London hospitals , the Middlesex Hospital , the London Hospital , the King 's College Hospital and the Charing Cross Hospital .","['Middlesex Hospital', 'London Hospital', ""King 's College Hospital"", 'Charing Cross Hospital']","['charing cross hospital', 'trust fund', 'middlesex hospital', 'london hospitals', ""king's college hospital"", 'london hospital']","1. London hospitals | True | as they are organizations
2. Middlesex Hospital | True | as it is an organization
3. London Hospital | True | as it is an organization
4. King's College Hospital | True | as it is an organization
5. Charing Cross Hospital | True | as it is an organization
6. trust fund | True | as it is an organization or entity related to financial management",0.6
66,218,"The cut site is then radiolabeled with phosphorus-32 and splint-ligate d to a 116nt ssDNA oligonucleotide using DNA ligase .ref name = probing RNase T1 / A is introduced to the sample to digest all RNA , except for the RNA molecules with the 116-mers DNA attached .","['phosphorus-32', '116nt ssDNA oligonucleotide', 'DNA ligase', 'RNase T1', 'RNA', 'the RNA', '116-mers DNA']","['rnase t1', 'rna', '116nt ssdna oligonucleotide', 'dna ligase', 'phosphorus-32', '116-mers dna']","1. Phosphorus-32 | True | as it is a chemical element
2. 116nt ssDNA oligonucleotide | True | as it is a chemical compound
3. DNA ligase | True | as it is an enzyme
4. RNase T1 | True | as it is an enzyme
5. RNA | True | as it is a type of nucleic acid
6. 116-mers DNA | True | as it is a specific type of DNA molecule",0.9230769230769231
67,205,"Among exoplanets , a review in 2015 came to the conclusion that Kepler-62f , Kepler-186f and Kepler-442b were likely the best candidates for being potentially habitable .","['exoplanets', 'Kepler-62f', 'Kepler-186f', 'Kepler-442b']","['kepler-62f', 'kepler-186f', 'kepler-442b', 'exoplanets']","1. Exoplanets | True | as it is a group of astronomical objects
2. 2015 | False | as it is a date
3. Kepler-62f | True | as it is an astronomical object
4. Kepler-186f | True | as it is an astronomical object
5. Kepler-442b | True | as it is an astronomical object",1.0
68,227,"The observation of knockdown of IL-38 with siRNA in peripheral blood mononuclear cell s shows that production of interleukin-6 ( IL-6 ) , APRIL and CCL-2 were increased in response to Toll-like receptor ligands , so IL-38 acted like antagonist in this case .","['IL-38', 'siRNA', 'peripheral blood mononuclear cell', 'interleukin-6', 'IL-6', 'APRIL', 'CCL-2', 'Toll-like receptor ligands', 'IL-38']","['peripheral blood mononuclear cells', 'april', 'ccl-2', 'il-38', 'sirna', 'interleukin-6', 'toll-like receptor ligands', 'il-6']","1. IL-38 | True | as it is a protein
    2. siRNA | True | as it is a molecule (small interfering RNA)
    3. peripheral blood mononuclear cells | True | as it is a type of cell
    4. interleukin-6 | True | as it is a protein
    5. IL-6 | True | as it is a protein (interleukin-6)
    6. APRIL | True | as it is a protein (A Proliferation-Inducing Ligand)
    7. CCL-2 | True | as it is a protein (Chemokine (C-C motif) ligand 2)
    8. Toll-like receptor ligands | True | as it is a class of molecules
    9. IL-38 | True | as it is a protein (repeat from earlier in the paragraph)",0.875
69,140,"Later , scientists such as Ludwig Boltzmann , Josiah Willard Gibbs , and James Clerk Maxwell gave entropy a statistical basis .","['Ludwig Boltzmann', 'Josiah Willard Gibbs', 'James Clerk Maxwell']","['ludwig boltzmann', 'josiah willard gibbs', 'entropy', 'james clerk maxwell']","1. Ludwig Boltzmann | True | person
2. Josiah Willard Gibbs | True | person
3. James Clerk Maxwell | True | person
4. Entropy | True | scientific concept",0.8571428571428571
70,129,"Many families of proteins act as negative regulators categorized into either antiapoptotic factors , such as IAP nowiki / s and Bcl-2 family proteins or prosurvival factors like cFLIP , BNIP3 , FADD , Protein kinase B , and NF-κB .","['IAP', 'Bcl-2 family', 'cFLIP', 'BNIP3', 'FADD', 'Protein kinase B', 'NF-κB']","['bcl-2 family proteins', 'proteins', 'fadd', 'bnip3', 'cflip', 'prosurvival factors', 'antiapoptotic factors', 'nf-κb', 'protein kinase b']","1. Proteins | True | as it is a scientific discipline
2. Antiapoptotic factors | True | as it is a scientific concept
3. IAP nowiki/s | False | as it is not a proper entity name
4. Bcl-2 family proteins | True | as it is a group of chemical compounds
5. Prosurvival factors | True | as it is a scientific concept
6. cFLIP | True | as it is a protein
7. BNIP3 | True | as it is a protein
8. FADD | True | as it is a protein
9. Protein kinase B | True | as it is a chemical compound
10. NF-κB | True | as it is a protein",0.625
71,425,"The golden age of physics cabinets was the 18th century , with the rise of such lecturer-demonstrators as John Keill , John Theophilus Desaguliers , and William Whiston , who all invented new physics apparatus for their lectures .","['John Keill', 'John Theophilus Desaguliers', 'William Whiston']","['physics cabinets', 'john keill', 'william whiston', 'john theophilus desaguliers', 'physics apparatus']","1. golden age | False | as it is a phrase describing a time period
    2. physics cabinets | True | as they are objects related to a scientific discipline
    3. 18th century | False | as it is a date
    4. John Keill | True | as it is a person
    5. John Theophilus Desaguliers | True | as it is a person
    6. William Whiston | True | as it is a person
    7. physics apparatus | True | as it is an object related to a scientific discipline
    8. lectures | False | as it is an action/event but not a specifically named event",0.75
72,196,"Two further super-Earths were discovered in 2006 : OGLE-2005-BLG-390Lb with a mass of 5.5 Earth masses , which was found by gravitational microlensing , and HD 69830 b with a mass of 10 Earth masses .","['super-Earths', 'OGLE-2005-BLG-390Lb', 'Earth', 'gravitational microlensing', 'HD 69830 b', 'Earth']","['ogle-2005-blg-390lb', 'gravitational microlensing', 'super-earths', 'hd 69830 b']","1. Super-Earths | True | as it is a group of astronomical objects
2. 2006 | False | as it is a date
3. OGLE-2005-BLG-390Lb | True | as it is an astronomical object
4. 5.5 Earth masses | False | as it is a measurement
5. Gravitational microlensing | True | as it is a scientific concept
6. HD 69830 b | True | as it is an astronomical object
7. 10 Earth masses | False | as it is a measurement",0.8888888888888888
73,386,"The 2002 Nobel Prize in Physiology or Medicine was awarded to Sydney Brenner , Horvitz and John Sulston for their work identifying genes that control apoptosis .","['Nobel Prize in Physiology or Medicine', 'Sydney Brenner', 'Horvitz', 'John Sulston', 'apoptosis']","['genes', 'physiology or medicine', 'john sulston', 'sydney brenner', 'apoptosis', 'horvitz', '2002 nobel prize']","1. 2002 Nobel Prize | True | as it is an award
    2. Physiology or Medicine | True | as it is a scientific discipline
    3. Sydney Brenner | True | as it is a person
    4. Horvitz | True | as it is a person
    5. John Sulston | True | as it is a person
    6. Genes | True | as it is an entity of scientific study
    7. Apoptosis | True | as it is a biological process or scientific discipline",0.6666666666666666
74,79,"He served as President of the Ecological Society of America in 1917 , the Association of American Geographers in 1923 and President of the Board of Directors of the Society for Biodemography and Social Biology from 1934 to 1938 .","['Ecological Society of America', 'Association of American Geographers', 'Society for Biodemography and Social Biology']","['ecological society of america', 'society for biodemography and social biology', 'association of american geographers']","1. President | False | as it is a role or position, not an entity
2. Ecological Society of America | True | as it is an organization
3. 1917 | False | as it is a date
4. Association of American Geographers | True | as it is an organization
5. 1923 | False | as it is a date
6. President of the Board of Directors | False | as it is a role or position, not an entity
7. Society for Biodemography and Social Biology | True | as it is an organization
8. 1934 | False | as it is a date
9. 1938 | False | as it is a date",1.0
75,194,"The manufacturing process of Technora reacts P-Phenylenediamine and 3,4 ' -diaminodiphenylether ( 3,4 ' -ODA ) with Terephthaloyl chloride .","['Technora', 'P-Phenylenediamine', ""3,4 ' -diaminodiphenylether"", ""3,4 ' -ODA"", 'Terephthaloyl chloride']","['terephthaloyl chloride', 'p-phenylenediamine', ""3,4' -diaminodiphenylether (3,4' -oda"", 'technora']","1. Technora | True | as it is a chemical compound or product
2. P-Phenylenediamine | True | as it is a chemical compound
3. 3,4' -diaminodiphenylether (3,4' -ODA) | True | as it is a chemical compound
4. Terephthaloyl chloride | True | as it is a chemical compound",0.6666666666666666
76,245,"There are global climate simulation models that have been written for Jupiter , Saturn , Neptune and Venus .","['Jupiter', 'Saturn', 'Neptune', 'Venus']","['neptune', 'venus', 'saturn', 'global climate simulation models', 'jupiter']","1. global climate simulation models | True | as it is a scientific concept with a name
    2. Jupiter | True | as it is an astronomical object
    3. Saturn | True | as it is an astronomical object
    4. Neptune | True | as it is an astronomical object
    5. Venus | True | as it is an astronomical object",0.8888888888888888
77,222,"Directors ( superintendents ) of the observatory included Stephen Demainbray , Francis Ronalds , John Welsh , Balfour Stewart , Francis John Welsh Whipple , Charles Chree , and George Clarke Simpson .","['Stephen Demainbray', 'Francis Ronalds', 'John Welsh', 'Balfour Stewart', 'Francis John Welsh Whipple', 'Charles Chree', 'George Clarke Simpson']","['balfour stewart', 'stephen demainbray', 'john welsh', 'francis ronalds', 'charles chree', 'george clarke simpson', 'francis john welsh whipple']","1. Directors (superintendents) | False | as it is a role, not a specific entity
    2. Observatory | False | as it is not a specific named observatory
    3. Stephen Demainbray | True | as it is a person
    4. Francis Ronalds | True | as it is a person
    5. John Welsh | True | as it is a person
    6. Balfour Stewart | True | as it is a person
    7. Francis John Welsh Whipple | True | as it is a person
    8. Charles Chree | True | as it is a person
    9. George Clarke Simpson | True | as it is a person",1.0
78,32,"The minor planet is named after the Leakey 's , a family of Kenyan paleoanthropologist s : Mary Leakey ( 1913-1996 ) , her husband Louis Leakey ( 1903-1972 ) , and their son Richard Leakey ( born 1944 ) .","['minor planet', 'Leakey', 'Kenyan', 'Mary Leakey', 'Louis Leakey', 'Richard Leakey']","['minor planet', 'richard leakey', 'mary leakey', 'louis leakey', ""leakey's""]","1. minor planet | True | as it is an astronomical object
2. Leakey's | True | family of persons
3. Kenyan | False | as it is an adjective
4. paleoanthropologist | False | as it is a profession, not the name of a scientific discipline
5. Mary Leakey | True | as it is a person
6. 1913-1996 | False | as it is a range of dates
7. Louis Leakey | True | as it is a person
8. 1903-1972 | False | as it is a range of dates
9. Richard Leakey | True | as it is a person
10. 1944 | False | as it is a date",0.7272727272727273
79,2,Labeled genomic DNA is extracted from nuclei and fragmented by HaeIII digestion and sonication .,"['DNA', 'HaeIII digestion', 'sonication']","['genomic dna', 'haeiii']","1. Genomic DNA | True | as it is a chemical compound
2. HaeIII | True | as it is an enzyme involved in the fragmentation
3. Digestion | False | as it is a verb describing the process
4. Sonication | False | as it is a technique, but not a named scientific concept",0.0
80,44,"When a gene is expressed , its DNA sequence is copied into a primary RNA sequence by the enzyme RNA polymerase .","['DNA', 'RNA', 'RNA polymerase']","['dna sequence', 'gene', 'rna polymerase', 'rna sequence']","1. Gene | True | as it is a scientific concept with a name associated with it
2. DNA sequence | True | as it is a scientific concept with a name associated with it
3. RNA sequence | True | as it is a scientific concept with a name associated with it
4. Enzyme | False | as it is a category, not a specific named entity
5. RNA polymerase | True | as it is a specific enzyme",0.2857142857142857
81,220,"Pupin was a founding member of National Advisory Committee for Aeronautics ( NACA ) on 3 March 1915 , which later became NASA , and he participated in the founding of American Mathematical Society and American Physical Society .","['Pupin', 'National Advisory Committee for Aeronautics', 'NACA', 'NASA', 'American Mathematical Society', 'American Physical Society']","['american mathematical society', 'nasa', 'pupin', 'national advisory committee for aeronautics (naca', 'american physical society']","1. Pupin | True | person
2. National Advisory Committee for Aeronautics (NACA) | True | organization
3. 3 March 1915 | False | date
4. NASA | True | organization
5. American Mathematical Society | True | organization
6. American Physical Society | True | organization",0.7272727272727273
82,417,"On 7 January 2013 , astronomers from the Kepler space observatory announced the discovery of Kepler-69c ( formerly KOI-172.02 ) , an Earth -like exoplanet candidate ( 1.5 times the radius of Earth ) orbiting a star similar to our Sun in the habitable zone and possibly a prime candidate to host alien life .","['Kepler space observatory', 'Kepler-69c', 'KOI-172.02', 'Earth', 'exoplanet', 'Earth', 'Sun', 'habitable zone']","['sun', 'earth', 'kepler-69c', 'kepler space observatory', 'habitable zone', 'koi-172.02']","1. Kepler space observatory | True | as it is an organization
2. Kepler-69c | True | as it is an astronomical object
3. KOI-172.02 | True | as it is an alternative name for the astronomical object Kepler-69c
4. Earth | True | as it is a planet, an astronomical object
