text,entities,truth,pred,meta,f1,pred_text,truth_text,correct
"Australia - Tries : Matthew Burke ( 2 ) , Joe Roff , David Campese , Tim Horan .","['Australia', 'Matthew Burke', 'Joe Roff', 'David Campese', 'Tim Horan']","['B-LOC', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O']","['B-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O']","1. Australia | True | signifies a national team (ORG)
    2. Tries | False | as this is a term used in sports
    3. Matthew Burke | True | as it is a person's name (PER)
    4. Joe Roff | True | as it is a person's name (PER)
    5. David Campese | True | as it is a person's name (PER)
    6. Tim Horan | True | as it is a person's name (PER)",0.8000000000000002,"Australia | B-ORG - | O Tries | O : | O Matthew | B-PER Burke | I-PER ( | O 2 | O ) | O , | O Joe | B-PER Roff | I-PER , | O David | B-PER Campese | I-PER , | O Tim | B-PER Horan | I-PER . | O","Australia | B-LOC - | O Tries | O : | O Matthew | B-PER Burke | I-PER ( | O 2 | O ) | O , | O Joe | B-PER Roff | I-PER , | O David | B-PER Campese | I-PER , | O Tim | B-PER Horan | I-PER . | O",False
""" It shows that Sakakibara is not for a stronger dollar either , "" said Sumitomo 's Note .","['Sakakibara', 'Sumitomo', 'Note']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'O']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']","1. Sakakibara | True | Sakakibara is a person (PER)
2. dollar | False | it is a type of currency, not a named organization, person or location
3. Sumitomo | True | Sumitomo is a business or organization (ORG)
4. 's Note | False | it's a possessive phrase; note is not a person or organization
",0.8,""" | O It | O shows | O that | O Sakakibara | B-PER is | O not | O for | O a | O stronger | O dollar | O either | O , | O "" | O said | O Sumitomo | B-ORG 's | O Note | O . | O",""" | O It | O shows | O that | O Sakakibara | B-PER is | O not | O for | O a | O stronger | O dollar | O either | O , | O "" | O said | O Sumitomo | B-ORG 's | O Note | B-PER . | O",False
Barcelona fought back strongly but were twice denied by the woodwork on an unusually quiet night for Brazilian striker Ronaldo .,"['Barcelona', 'Brazilian', 'Ronaldo']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-PER', 'O']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-PER', 'O']","1. Barcelona | True | is the name of a football team based in the city of Barcelona, so it is an organization (ORG). 
2. Brazilian | True | it refers to the nationality of the person Ronaldo indicating nationality (MISC) 
3. striker | False | as it is a job title of a position in soccer team, but not a specific, unique entity. 
4. Ronaldo | True | it is the name of a person (PER)",1.0,Barcelona | B-ORG fought | O back | O strongly | O but | O were | O twice | O denied | O by | O the | O woodwork | O on | O an | O unusually | O quiet | O night | O for | O Brazilian | B-MISC striker | O Ronaldo | B-PER . | O,Barcelona | B-ORG fought | O back | O strongly | O but | O were | O twice | O denied | O by | O the | O woodwork | O on | O an | O unusually | O quiet | O night | O for | O Brazilian | B-MISC striker | O Ronaldo | B-PER . | O,True
Soybeans,[],['O'],['O'],"Soybeans | False | as it is not a person, organization or location. It's a type of crop.",0.0,Soybeans | O,Soybeans | O,True
"Ponce said shares were certainly attractively priced in Mexico , but would not appreciate until foreign buyers stepped in , which they had yet to do . '","['Ponce', 'Mexico']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. Ponce | True | as it is the name of a person. (PER)
2. shares | False | as it represents a type of investment, not a named person, organization or location
3. Mexico | True | as it is a location. (LOC)
4. foreign buyers | False | as it is a general group of people and not a specific named person, organization, or a country",1.0,"Ponce | B-PER said | O shares | O were | O certainly | O attractively | O priced | O in | O Mexico | B-LOC , | O but | O would | O not | O appreciate | O until | O foreign | O buyers | O stepped | O in | O , | O which | O they | O had | O yet | O to | O do | O . | O ' | O","Ponce | B-PER said | O shares | O were | O certainly | O attractively | O priced | O in | O Mexico | B-LOC , | O but | O would | O not | O appreciate | O until | O foreign | O buyers | O stepped | O in | O , | O which | O they | O had | O yet | O to | O do | O . | O ' | O",True
9. Ingeborg Helen Markein ( Norway ) 58,"['Ingeborg Helen', 'Norway']","['O', 'B-PER', 'I-PER', 'O', 'O', 'B-LOC', 'O', 'O']","['O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']","1. Ingeborg Helen Markein | True | as it is the name of a person (PER)
2. Norway | True | as it is a country (LOC)
3. 58 | False | as it is a number",0.5,9. | O Ingeborg | B-PER Helen | I-PER Markein | I-PER ( | O Norway | B-LOC ) | O 58 | O,9. | O Ingeborg | B-PER Helen | I-PER Markein | O ( | O Norway | B-LOC ) | O 58 | O,False
One Global Depository Receipt represents 10 common shares .,[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']","1. Global Depository Receipt | True | it could be seen as an Organisation (ORG) as it is a type of banking organisation
2. 10 | False | it is not a named person, organization or location
3. common shares | False | it is not a named person, organization or location",0.0,One | O Global | B-ORG Depository | I-ORG Receipt | I-ORG represents | O 10 | O common | O shares | O . | O,One | O Global | O Depository | O Receipt | O represents | O 10 | O common | O shares | O . | O,False
J. Murray c Blewett b Warne 24,"['J. Murray', 'Blewett', 'Warne']","['B-PER', 'I-PER', 'O', 'B-PER', 'O', 'B-PER', 'O']","['B-PER', 'I-PER', 'O', 'B-PER', 'O', 'B-PER', 'O']","1. J. Murray | True | as it is the name of a person (PER) 
    2. Blewett | True | as it is the name of a person (PER)
    3. Warne | True | as it is the name of a person (PER)
    4. 24 | False | as it is a score or statistic not a person, organisation or location",1.0,J. | B-PER Murray | I-PER c | O Blewett | B-PER b | O Warne | B-PER 24 | O,J. | B-PER Murray | I-PER c | O Blewett | B-PER b | O Warne | B-PER 24 | O,True
"Natural rubber production will go up to 695,000 tonnes in 2000/01 against consumption of 746,000 tonnes .",[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. Natural rubber production | False | as it is an industry, not a named organization .
    2. 695,000 | False | as it is a number.
    3. tonnes | False | as it is a unit of measurement.
    4. 2000/01 | False | as it is a time and not a the name of a person, organisation or a location.
    5. Consumption 746,000 tonnes | False | as it is an activity quantified by a number and not a the name of a person, organisation or a location.",0.0,"Natural | O rubber | O production | O will | O go | O up | O to | O 695,000 | O tonnes | O in | O 2000/01 | O against | O consumption | O of | O 746,000 | O tonnes | O . | O","Natural | O rubber | O production | O will | O go | O up | O to | O 695,000 | O tonnes | O in | O 2000/01 | O against | O consumption | O of | O 746,000 | O tonnes | O . | O",True
"Santa Fe has mining and exploration operations in Nevada , California , Montana , Canada , Brazil , Australia , Chile , Kazakstan , Mexico and Ghana .","['Santa Fe', 'Nevada', 'California', 'Montana', 'Canada', 'Brazil', 'Australia', 'Chile', 'Kazakstan', 'Mexico', 'Ghana']","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O']","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']","1. Santa Fe | True | is a entity, a company/organization (ORG)
2. mining and exploration operations | False | is not an entity, it is a reference to some process/operations
3. Nevada | True | as a named place or a location (LOC)
4. California | True | as a named place or a location (LOC)
5. Montana | True | as a named place or a location (LOC)
6. Canada | True | as a named country or a location (LOC)
7. Brazil | True | as a named country or a location (LOC)
8. Australia | True | as a named country or a location (LOC)
9. Chile | True | as a named country or a location (LOC)
10. Kazakhstan | True | as a named country or a location (LOC)
11. Mexico | True | as a named country or a location (LOC)
12. Ghana | True | as a named country or a location (LOC)",0.9523809523809524,"Santa | B-ORG Fe | I-ORG has | O mining | O and | O exploration | O operations | O in | O Nevada | B-LOC , | O California | B-LOC , | O Montana | B-LOC , | O Canada | B-LOC , | O Brazil | B-LOC , | O Australia | B-LOC , | O Chile | B-LOC , | O Kazakstan | O , | O Mexico | B-LOC and | O Ghana | B-LOC . | O","Santa | B-ORG Fe | I-ORG has | O mining | O and | O exploration | O operations | O in | O Nevada | B-LOC , | O California | B-LOC , | O Montana | B-LOC , | O Canada | B-LOC , | O Brazil | B-LOC , | O Australia | B-LOC , | O Chile | B-LOC , | O Kazakstan | B-LOC , | O Mexico | B-LOC and | O Ghana | B-LOC . | O",False
Delphis Hanover weekly muni bond yields calculated Dec 5,['Delphis Hanover'],"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. Delphis Hanover | True | as it could be the name of a company or organization which would make it a named organization (ORG)
    2. weekly muni bond yields | False | as it is not a named person, organization or location
    3. Dec 5 | False | as it refers to a date, not a named person, organization or location.",1.0,Delphis | B-ORG Hanover | I-ORG weekly | O muni | O bond | O yields | O calculated | O Dec | O 5 | O,Delphis | B-ORG Hanover | I-ORG weekly | O muni | O bond | O yields | O calculated | O Dec | O 5 | O,True
Confirmed - None Week Ago - 800 Year Ago - 900,[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. Confirmed | False | as it is not a named person, organization or location 
2. Week Ago | False | as it is a temporal reference, not a named entity 
3. 800 | False | as it is a number 
4. Year Ago | False | as it is a temporal reference, not a named entity 
5. 900 | False | as it is a number",0.0,Confirmed | O - | O None | O Week | O Ago | O - | O 800 | O Year | O Ago | O - | O 900 | O,Confirmed | O - | O None | O Week | O Ago | O - | O 800 | O Year | O Ago | O - | O 900 | O,True
"Bre-X , Barrick said to continue Busang talks .","['Bre-X', 'Barrick', 'Busang']","['B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'O']","['B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'O']","1. Bre-X | True | Bre-X is the name of a company or organization (ORG)
2. Barrick | True | Barrick is the name of a company or organization (ORG) 
3. Busang | True | Busang can be considered as a location (LOC), given the context it seems to refer to a place of interest with regards to company operations or projects.",1.0,"Bre-X | B-ORG , | O Barrick | B-ORG said | O to | O continue | O Busang | B-LOC talks | O . | O","Bre-X | B-ORG , | O Barrick | B-ORG said | O to | O continue | O Busang | B-LOC talks | O . | O",True
9. Ljudmila Dymchenko ( Russia ) 21.59,"['Ljudmila Dymchenko', 'Russia']","['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']","['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']","1. Ljudmila Dymchenko | True | as it is the name of a person (PER)
    2. Russia | True | as it is a country or location (LOC)
    3. 9 | False | as it is a number
    4. 21.59 | False | as it is a number",1.0,9. | O Ljudmila | B-PER Dymchenko | I-PER ( | O Russia | B-LOC ) | O 21.59 | O,9. | O Ljudmila | B-PER Dymchenko | I-PER ( | O Russia | B-LOC ) | O 21.59 | O,True
It also suggested losing some slots on the London-to-Boston route .,['London-to-Boston'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. London | True | as it is a place or location (LOC)
    2. Boston | True | as it is a place or location (LOC)
    3. London-to-Boston route | False | as it is a method of transportation and not a specific named organization or person.",0.0,It | O also | O suggested | O losing | O some | O slots | O on | O the | O London-to-Boston | O route | O . | O,It | O also | O suggested | O losing | O some | O slots | O on | O the | O London-to-Boston | B-MISC route | O . | O,False
"Interfax , outlining Albright 's biography , pointed out that she had defended Washington 's interests fiercely as U.S. ambassador to the United Nations and that this had included actively supporting NATO 's plans to expand eastwards .","['Interfax', 'Albright', 'Washington', 'U.S.', 'United Nations', 'NATO']","['B-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']","['B-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']","1. Interfax | True | it is a news agency, therefore, an organization (ORG)
    2. Albright | True | it refers to Madeleine Albright, a person (PER)
    3. biography | False | it is an abstract concept, not a person or an organization
    4. Washington | True | it is a place (LOC)
    5. U.S. ambassador | False | it is a role, job title (MISC)
    6. United Nations | True | it is an organization (ORG)
    7. NATO | True | it is an organization (ORG)
    8. eastwards | False | it is not a recognized specific location or place, it's a direction.",0.9090909090909092,"Interfax | B-ORG , | O outlining | O Albright | B-PER 's | O biography | O , | O pointed | O out | O that | O she | O had | O defended | O Washington | B-LOC 's | O interests | O fiercely | O as | O U.S. | O ambassador | O to | O the | O United | B-ORG Nations | I-ORG and | O that | O this | O had | O included | O actively | O supporting | O NATO | B-ORG 's | O plans | O to | O expand | O eastwards | O . | O","Interfax | B-ORG , | O outlining | O Albright | B-PER 's | O biography | O , | O pointed | O out | O that | O she | O had | O defended | O Washington | B-LOC 's | O interests | O fiercely | O as | O U.S. | B-LOC ambassador | O to | O the | O United | B-ORG Nations | I-ORG and | O that | O this | O had | O included | O actively | O supporting | O NATO | B-ORG 's | O plans | O to | O expand | O eastwards | O . | O",False
"The UK Department of Transport on Friday said that the latest round of "" open skies "" talks with the U.S. had ended with no deal on liberalising the transatlantic flight market and no date set for when talks would restart .","['UK', 'Department of Transport', 'U.S.']","['O', 'B-LOC', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. The UK Department of Transport | True | It's a named organization or institution (ORG)
   2. Friday | False | It's a time expression, not a proper entity.
   3. ""open skies"" | False | Although it is in quotes, this term refers to a policy, not a named entity.
   4. U.S. | True | It's a country, hence a location (LOC)
   5.  deal | False | Deal isn't considered as an entity because it refers to an agreement.
   6. transatlantic flight market | False | It is a sector of economic activity, so it isn't considered a named entity.
   7. date | False | This refers to a time or a period, hence, it is not an entity.",0.4,"The | B-ORG UK | I-ORG Department | I-ORG of | I-ORG Transport | I-ORG on | O Friday | O said | O that | O the | O latest | O round | O of | O "" | O open | O skies | O "" | O talks | O with | O the | O U.S. | B-LOC had | O ended | O with | O no | O deal | O on | O liberalising | O the | O transatlantic | O flight | O market | O and | O no | O date | O set | O for | O when | O talks | O would | O restart | O . | O","The | O UK | B-LOC Department | B-ORG of | I-ORG Transport | I-ORG on | O Friday | O said | O that | O the | O latest | O round | O of | O "" | O open | O skies | O "" | O talks | O with | O the | O U.S. | B-LOC had | O ended | O with | O no | O deal | O on | O liberalising | O the | O transatlantic | O flight | O market | O and | O no | O date | O set | O for | O when | O talks | O would | O restart | O . | O",False
"12/15/2009 1,240M 5.05 5.05",[],"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","1. 12/15/2009 | False | as it is a date
    2. 1,240M | False | as it is a numerical figure, not a named entity
    3. 5.05 | False | as it is a number
    4. 5.05 | False | as it is a number",0.0,"12/15/2009 | O 1,240M | O 5.05 | O 5.05 | O","12/15/2009 | O 1,240M | O 5.05 | O 5.05 | O",True
"Attendance : 38,018",[],"['O', 'O', 'O']","['O', 'O', 'O']","1. Attendance | False | as it is not a named person, organization or location but a label
    2. 38,018 | False | as it is a number",0.0,"Attendance | O : | O 38,018 | O","Attendance | O : | O 38,018 | O",True
MINNESOTA AT DETROIT,['MINNESOTA'],"['B-ORG', 'O', 'B-LOC']","['B-ORG', 'O', 'B-ORG']","1. MINNESOTA | True | Here it is referring to a sports team, hence it is an organization (ORG).
2. DETROIT | True | Here it is referring to a sports team, hence it is an organization (ORG).",0.5,MINNESOTA | B-ORG AT | O DETROIT | B-ORG,MINNESOTA | B-ORG AT | O DETROIT | B-LOC,False
Total 7785.8 7724.8 629.8 13050.2 11979.6,[],"['O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","There are no entities in this set of numbers as they are not named persons, organizations, locations, countries or nationalities.",0.0,Total | O 7785.8 | O 7724.8 | O 629.8 | O 13050.2 | O 11979.6 | O,Total | O 7785.8 | O 7724.8 | O 629.8 | O 13050.2 | O 11979.6 | O,True
"The protest , which attracted several thousand supporters , coincided with the 18th anniversary of Spain 's constitution .",['Spain'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']","1. protest | False | as it is an event
    2. several thousand | False | as it is a number
    3. supporters | False | as it is a group of people not individually named
    4. 18th anniversary | False | as it is a date
    5. Spain | True | as it is a place or location (LOC)
    6. constitution | False | as it is a document",1.0,"The | O protest | O , | O which | O attracted | O several | O thousand | O supporters | O , | O coincided | O with | O the | O 18th | O anniversary | O of | O Spain | B-LOC 's | O constitution | O . | O","The | O protest | O , | O which | O attracted | O several | O thousand | O supporters | O , | O coincided | O with | O the | O 18th | O anniversary | O of | O Spain | B-LOC 's | O constitution | O . | O",True
"They boast a nine-point lead over Feyenoord , who have two games in hand , and are 16 points clear of champions Ajax Amsterdam , who have played 18 matches compared to PSV 's 19 .","['Feyenoord', 'Ajax Amsterdam', 'PSV']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']","1. They | False | as it is a pronoun
    2. nine-point lead | False | as it is an abstract concept in sport
    3. Feyenoord | True | Feyenoord is a sports team hence an entity, organization (ORG)
    4. two games | False | as it is an abstract concept in sport
    5. 16 points | False | as it is a number 
    6. champions | False | as it is a title
    7. Ajax Amsterdam | True | Ajax Amsterdam is a sports team so it is an entity, organization (ORG)
    8. 18 matches | False | as it is a non-specific event 
    9. PSV | True | PSV is a sports team so it is an entity, organization (ORG)
    10. 19 | False | as it is a number",1.0,"They | O boast | O a | O nine-point | O lead | O over | O Feyenoord | B-ORG , | O who | O have | O two | O games | O in | O hand | O , | O and | O are | O 16 | O points | O clear | O of | O champions | O Ajax | B-ORG Amsterdam | I-ORG , | O who | O have | O played | O 18 | O matches | O compared | O to | O PSV | B-ORG 's | O 19 | O . | O","They | O boast | O a | O nine-point | O lead | O over | O Feyenoord | B-ORG , | O who | O have | O two | O games | O in | O hand | O , | O and | O are | O 16 | O points | O clear | O of | O champions | O Ajax | B-ORG Amsterdam | I-ORG , | O who | O have | O played | O 18 | O matches | O compared | O to | O PSV | B-ORG 's | O 19 | O . | O",True
"Dunfermline 2 ( Millar 43 , 46 penalty ) Aberdeen 3 ( Miller 10 , Rowson 55 , Windass 78 ) .","['Dunfermline', 'Millar', 'Aberdeen', 'Miller', 'Rowson']","['B-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']","['B-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O']","1. Dunfermline | True | is the name of a football team organisation (ORG)
    2. 2 | False | as it is a number 
    3. Millar | True | is a person (PER)
    4. 43 | False | as it is a number
    5. 46 penalty | False | as it is an action
    6. Aberdeen | True | is the name of a football team organisation (ORG)
    7. 3 | False | as it is a number 
    8. Miller | True | is a person (PER)
    9. 10 | False | as it is a number
    10. Rowson | True | is a person (PER)
    11. 55 | False | as it is a number
    12. Windass | True | is a person (PER)
    13. 78 | False | as it is a number.",0.9090909090909092,"Dunfermline | B-ORG 2 | O ( | O Millar | B-PER 43 | O , | O 46 | O penalty | O ) | O Aberdeen | B-ORG 3 | O ( | O Miller | B-PER 10 | O , | O Rowson | B-PER 55 | O , | O Windass | B-PER 78 | O ) | O . | O","Dunfermline | B-ORG 2 | O ( | O Millar | B-PER 43 | O , | O 46 | O penalty | O ) | O Aberdeen | B-ORG 3 | O ( | O Miller | B-PER 10 | O , | O Rowson | B-PER 55 | O , | O Windass | O 78 | O ) | O . | O",False
Dynamo Moscow ( Russia ) 9 2 7 11,"['Dynamo Moscow', 'Russia']","['B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']","['B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']","1. Dynamo Moscow | True | As it is a sporting team organisation (ORG)
    2. Russia | True | Dynamo moscow is a sporting club based in Russia, hence it is marked as location (LOC)
    3. 9 | False | It is a score or number, which is not a person, organization or location
    4. 2 | False | It is a score or number, which is not a person, organization or location
    5. 7 | False | It is a score or number, which is not a person, organization or location
    6. 11 | False | It is a score or number, which is not a person, organization or location",1.0,Dynamo | B-ORG Moscow | I-ORG ( | O Russia | B-LOC ) | O 9 | O 2 | O 7 | O 11 | O,Dynamo | B-ORG Moscow | I-ORG ( | O Russia | B-LOC ) | O 9 | O 2 | O 7 | O 11 | O,True
AMSTERDAM 1996-12-07,['AMSTERDAM'],"['B-LOC', 'O']","['B-LOC', 'O']","1. AMSTERDAM | True | as it is a city, therefore a location (LOC)
    2. 1996-12-07 | False | as it is a date, not a person, organization, or location.",1.0,AMSTERDAM | B-LOC 1996-12-07 | O,AMSTERDAM | B-LOC 1996-12-07 | O,True
The British government warned Friday that it would refer the proposed trans-Atlantic alliance between British Airways Plc and American Airlines to Britain 's Monopolies and Mergers Commission unless the carriers complied with a number of conditions .,"['British', 'trans-Atlantic', 'British Airways Plc', 'American Airlines', 'Britain', 'Monopolies and Mergers Commission']","['O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. The British Government | True | as it is an organization (ORG)
   2. Friday | False | as it is a day of the week 
   3. trans-Atlantic | False | as it is an adjective
   4. British Airways Plc | True | as it is a named organization (ORG)
   5. American Airlines | True | as it is a named organization (ORG)
   6. Britain | True | as it is a location (LOC)
   7. Monopolies and Mergers Commission | True | as it is a named organization (ORG)
   8. carriers | False | as it is a generic term for a type of entity, not a specific named entity.
   9. conditions | False | as it is an abstract concept.",0.7272727272727272,The | B-ORG British | I-ORG government | I-ORG warned | O Friday | O that | O it | O would | O refer | O the | O proposed | O trans-Atlantic | O alliance | O between | O British | B-ORG Airways | I-ORG Plc | I-ORG and | O American | B-ORG Airlines | I-ORG to | O Britain | B-LOC 's | O Monopolies | B-ORG and | I-ORG Mergers | I-ORG Commission | I-ORG unless | O the | O carriers | O complied | O with | O a | O number | O of | O conditions | O . | O,The | O British | B-MISC government | O warned | O Friday | O that | O it | O would | O refer | O the | O proposed | O trans-Atlantic | B-MISC alliance | O between | O British | B-ORG Airways | I-ORG Plc | I-ORG and | O American | B-ORG Airlines | I-ORG to | O Britain | B-LOC 's | O Monopolies | B-ORG and | I-ORG Mergers | I-ORG Commission | I-ORG unless | O the | O carriers | O complied | O with | O a | O number | O of | O conditions | O . | O,False
